date,store,city,product_id,price,quantity,promo,total
2023-04-29,Magasin_03,Casablanca,93,154.68,2,1,309.36
2023-04-29,Magasin_04,Casablanca,90,175.34,4,0,701.36
2023-04-29,Magasin_01,Tétouan,59,248.19,2,0,496.38
2023-04-30,Magasin_18,Tétouan,98,6.2,3,0,18.6
2023-04-30,Magasin_01,Fès,90,169.73,4,0,678.92
2023-04-30,Magasin_12,Agadir,13,9.91,3,0,29.73
2023-04-30,Magasin_11,Tétouan,34,95.4,1,0,95.4
2023-04-30,Magasin_17,Meknès,4,157.39,3,0,472.16999999999996
2023-04-30,Magasin_02,Agadir,12,187.11,3,0,561.33
2023-05-01,Magasin_11,,38,152.27,5,0,761.35
2023-05-01,Magasin_09,Fès,42,112.48,3,0,337.44
2023-05-02,Magasin_13,Tanger,82,44.82,0,0,0.0
2023-05-02,Magasin_09,Meknès,2,72.48,5,0,362.40000000000003
2023-05-02,Magasin_08,Marrakech,88,229.85,3,1,689.55
2023-05-02,Magasin_03,Rabat,56,,1,0,
2023-05-03,Magasin_04,Meknès,97,27.67,7,0,193.69
2023-05-04,Magasin_11,Rabat,17,,3,1,
2023-05-04,Magasin_05,Meknès,32,163.21,1,0,163.21
2023-05-04,Magasin_12,Tétouan,58,88.68,2,0,177.36
2023-05-04,Magasin_11,Tétouan,6,9.54,3,0,28.619999999999997
2023-05-04,Magasin_19,Tétouan,66,48.13,2,0,96.26
2023-05-05,Magasin_18,Meknès,18,,3,0,
2023-05-06,Magasin_03,Tétouan,55,168.41,4,0,673.64
2023-05-06,Magasin_12,Fès,74,175.98,1,0,175.98
2023-05-06,Magasin_15,Meknès,74,112.85,4,0,451.4
2023-05-06,Magasin_20,Tanger,70,137.59,0,1,0.0
2023-05-07,Magasin_01,Agadir,94,58.19,5,0,290.95
2023-05-07,Magasin_04,Marrakech,18,122.28,2,0,244.56
2023-05-07,Magasin_12,Tétouan,79,185.19,3,1,555.5699999999999
2023-05-08,Magasin_12,Meknès,44,100.07,0,0,0.0
2023-05-08,Magasin_12,Fès,18,189.32,2,0,378.64
2023-05-08,Magasin_07,Meknès,91,76.7,8,1,613.6
2023-05-08,Magasin_06,Marrakech,35,11.92,2,0,23.84
2023-05-09,Magasin_03,Marrakech,82,203.92,3,1,611.76
2023-05-09,Magasin_01,Fès,74,,3,0,
2023-05-10,Magasin_20,Casablanca,93,76.64,3,0,229.92000000000002
2023-05-10,Magasin_02,Agadir,84,60.02,4,0,240.08
2023-05-10,Magasin_20,Tétouan,69,10.16,2,0,20.32
2023-05-10,Magasin_13,Meknès,98,202.94,3,0,608.8199999999999
2023-05-10,Magasin_05,Fès,87,5.96,3,0,17.88
2023-05-10,Magasin_17,Agadir,75,166.31,0,0,0.0
2023-05-10,Magasin_01,Meknès,35,225.85,4,0,903.4
2023-05-10,Magasin_09,,92,157.47,5,0,787.35
2023-05-10,Magasin_07,Marrakech,25,20.13,2,1,40.26
2023-05-11,Magasin_16,Fès,7,67.39,8,0,539.12
2023-05-11,Magasin_02,Meknès,18,72.9,0,0,0.0
2023-05-11,Magasin_13,Rabat,94,192.24,4,0,768.96
2023-05-12,Magasin_04,Meknès,56,20.31,4,0,81.24
2023-05-12,Magasin_05,Meknès,88,134.38,2,0,268.76
2023-05-13,Magasin_06,Marrakech,7,30.36,4,0,121.44
2023-05-13,Magasin_16,Meknès,87,183.79,4,0,735.16
2023-05-13,Magasin_19,Agadir,10,225.38,4,0,901.52
2023-05-13,Magasin_12,Rabat,27,150.28,1,0,150.28
2023-05-13,Magasin_06,Rabat,11,230.89,2,0,461.78
2023-05-13,Magasin_03,Casablanca,89,124.87,0,0,0.0
2023-05-14,Magasin_11,Fès,13,27.26,4,1,109.04
2023-05-14,Magasin_04,Tanger,42,103.89,8,0,831.12
2023-05-14,Magasin_20,Meknès,63,209.8,3,0,629.4000000000001
2023-05-15,Magasin_17,Tétouan,52,98.81,6,0,592.86
2023-05-17,Magasin_15,Marrakech,83,244.92,2,0,489.84
2023-05-17,Magasin_11,Rabat,26,219.17,2,0,438.34
2023-05-17,Magasin_17,Casablanca,41,223.55,4,0,894.2
2023-05-17,Magasin_04,,40,109.4,2,0,218.8
2023-05-18,Magasin_10,Fès,50,235.52,1,1,235.52
2023-05-18,Magasin_06,Agadir,53,13.22,4,0,52.88
2023-05-19,Magasin_03,Tétouan,17,185.14,3,0,555.42
2023-05-20,Magasin_01,Tanger,17,55.28,0,0,0.0
2023-05-20,Magasin_17,Marrakech,75,86.09,5,0,430.45000000000005
2023-05-21,Magasin_07,Rabat,23,136.19,1,0,136.19
2023-05-21,Magasin_12,Casablanca,48,158.69,1,1,158.69
2023-05-21,Magasin_11,Marrakech,50,23.62,2,0,47.24
2023-05-21,Magasin_18,Fès,93,167.22,6,1,1003.3199999999999
2023-05-21,Magasin_04,Tétouan,44,49.88,5,0,249.4
2023-05-22,Magasin_04,Tanger,28,100.62,4,1,402.48
2023-05-23,Magasin_04,Fès,7,213.73,1,0,213.73
2023-05-23,Magasin_02,Agadir,63,242.1,4,1,968.4
2023-05-23,Magasin_18,,13,61.98,3,0,185.94
2023-05-23,Magasin_04,Fès,10,55.67,3,0,167.01
2023-05-23,Magasin_03,Tanger,27,139.57,4,0,558.28
2023-05-23,Magasin_08,Meknès,65,20.11,2,0,40.22
2023-05-24,Magasin_02,Casablanca,70,52.66,3,0,157.98
2023-05-24,Magasin_06,Marrakech,2,,4,1,
2023-05-24,Magasin_02,Casablanca,89,38.74,2,0,77.48
2023-05-24,Magasin_12,Meknès,61,114.6,5,0,573.0
2023-05-24,Magasin_01,Tanger,88,48.42,1,0,48.42
2023-05-24,Magasin_14,Marrakech,9,160.56,3,0,481.68
2023-05-25,Magasin_14,Rabat,18,7.4,2,1,14.8
2023-05-25,Magasin_15,Casablanca,64,119.05,2,0,238.1
2023-05-25,Magasin_09,Fès,65,8.85,5,1,44.25
2023-05-25,Magasin_15,Marrakech,42,249.84,1,0,249.84
2023-05-25,Magasin_05,Casablanca,46,92.37,2,1,184.74
2023-05-25,Magasin_14,Fès,48,134.24,0,1,0.0
2023-05-25,Magasin_03,Rabat,57,203.3,3,0,609.9000000000001
2023-05-26,Magasin_05,Tanger,59,219.56,2,0,439.12
2023-05-26,Magasin_09,Tétouan,84,132.82,4,0,531.28
2023-05-26,Magasin_05,Fès,69,75.77,2,0,151.54
2023-05-26,Magasin_09,Casablanca,20,111.28,5,0,556.4
2023-05-26,Magasin_13,Tanger,62,81.24,3,0,243.71999999999997
2023-05-27,Magasin_10,Rabat,40,88.55,4,0,354.2
2023-05-27,Magasin_01,Rabat,36,171.03,3,1,513.09
2023-05-27,Magasin_04,Tétouan,30,20.48,3,0,61.44
2023-05-27,Magasin_14,Casablanca,75,53.37,3,0,160.10999999999999
2023-05-27,Magasin_16,Meknès,95,165.76,3,0,497.28
2023-05-28,Magasin_20,Tétouan,18,154.73,4,1,618.92
2023-05-28,Magasin_12,Agadir,69,161.02,2,0,322.04
2023-05-28,Magasin_11,Tétouan,30,141.1,2,0,282.2
2023-05-28,Magasin_10,Casablanca,53,222.77,3,0,668.3100000000001
2023-05-29,Magasin_09,Tétouan,23,47.48,3,0,142.44
2023-05-29,Magasin_11,Tétouan,12,16.38,3,1,49.14
2023-05-29,Magasin_15,Rabat,66,76.23,3,1,228.69
2023-05-29,Magasin_11,Meknès,33,70.46,4,0,281.84
2023-05-29,Magasin_08,Meknès,80,18.4,5,1,92.0
2023-05-29,Magasin_17,Fès,5,71.57,3,0,214.70999999999998
2023-05-29,Magasin_08,Tétouan,25,98.82,2,0,197.64
2023-05-30,Magasin_11,Agadir,87,249.5,3,0,748.5
2023-05-31,Magasin_08,Rabat,15,36.31,2,0,72.62
2023-05-31,Magasin_04,Tétouan,58,85.55,0,0,0.0
2023-05-31,Magasin_10,Marrakech,88,105.15,2,0,210.3
2023-05-31,Magasin_07,Rabat,84,67.69,2,1,135.38
2023-06-01,Magasin_20,Marrakech,59,22.17,2,0,44.34
2023-06-01,Magasin_05,Casablanca,2,158.37,4,0,633.48
2023-06-01,Magasin_19,Meknès,93,89.59,1,0,89.59
2023-06-01,Magasin_06,Marrakech,53,31.11,8,1,248.88
2023-06-02,Magasin_17,Tétouan,99,111.65,1,0,111.65
2023-06-02,Magasin_02,Fès,48,172.02,5,1,860.1
2023-06-02,Magasin_04,Meknès,43,129.5,1,0,129.5
2023-06-02,Magasin_06,Tétouan,25,119.6,4,0,478.4
2023-06-03,Magasin_03,Fès,5,248.23,4,0,992.92
2023-06-03,Magasin_14,Casablanca,13,119.91,1,0,119.91
2023-06-03,Magasin_05,Tétouan,68,176.83,4,0,707.32
2023-06-03,Magasin_16,Marrakech,90,121.16,4,0,484.64
2023-06-03,Magasin_12,Fès,21,91.77,1,0,91.77
2023-06-04,Magasin_12,Casablanca,7,80.08,7,0,560.56
2023-06-04,Magasin_01,Tanger,20,202.41,6,0,1214.46
2023-06-05,Magasin_08,,27,207.03,1,0,207.03
2023-06-05,Magasin_15,Tétouan,45,165.42,2,0,330.84
2023-06-05,Magasin_02,Casablanca,17,89.08,4,1,356.32
2023-06-05,Magasin_11,Tétouan,69,88.58,4,0,354.32
2023-06-06,Magasin_11,Rabat,92,242.76,3,0,728.28
2023-06-06,Magasin_07,Tétouan,52,245.93,1,0,245.93
2023-06-06,Magasin_04,Fès,9,153.63,0,0,0.0
2023-06-06,Magasin_19,Tétouan,63,240.92,1,0,240.92
2023-06-07,Magasin_08,Tanger,64,109.74,2,0,219.48
2023-06-07,Magasin_08,Tanger,44,92.96,4,0,371.84
2023-06-07,Magasin_10,Meknès,58,208.77,2,0,417.54
2023-06-08,Magasin_04,Meknès,41,35.61,2,1,71.22
2023-06-08,Magasin_06,Meknès,52,66.49,2,1,132.98
2023-06-08,Magasin_16,Meknès,20,206.01,5,0,1030.05
2023-06-08,Magasin_17,Meknès,33,223.37,3,0,670.11
2023-06-08,Magasin_10,Rabat,77,96.52,1,0,96.52
2023-06-09,Magasin_06,,63,214.34,9,1,1929.06
2023-06-09,Magasin_03,Marrakech,52,228.0,5,1,1140.0
2023-06-09,Magasin_17,Marrakech,14,217.28,6,0,1303.68
2023-06-09,Magasin_16,Rabat,53,51.06,2,0,102.12
2023-06-09,Magasin_15,Tanger,73,31.86,1,1,31.86
2023-06-09,Magasin_07,Agadir,46,28.03,3,0,84.09
2023-06-10,Magasin_20,Tétouan,36,188.88,4,0,755.52
2023-06-10,Magasin_15,Tanger,90,217.43,3,1,652.29
2023-06-10,Magasin_19,Agadir,78,151.97,1,0,151.97
2023-06-10,Magasin_19,Rabat,36,241.73,0,0,0.0
2023-06-10,Magasin_15,Rabat,53,51.53,0,0,0.0
2023-06-10,Magasin_06,Tétouan,4,205.44,5,1,1027.2
2023-06-10,Magasin_03,Tétouan,15,233.49,4,0,933.96
2023-06-11,Magasin_14,Rabat,1,,4,1,
2023-06-11,Magasin_05,,78,203.15,5,0,1015.75
2023-06-12,Magasin_18,Rabat,13,53.91,5,0,269.54999999999995
2023-06-12,Magasin_09,Marrakech,69,75.09,6,0,450.54
2023-06-12,Magasin_01,Casablanca,76,160.81,1,0,160.81
2023-06-12,Magasin_01,Casablanca,97,68.55,3,0,205.64999999999998
2023-06-13,Magasin_15,Fès,24,15.03,2,0,30.06
2023-06-13,Magasin_04,Agadir,80,63.41,2,0,126.82
2023-06-14,Magasin_05,Marrakech,42,152.96,5,0,764.8000000000001
2023-06-14,Magasin_01,Agadir,22,35.3,7,0,247.09999999999997
2023-06-14,Magasin_02,Tanger,11,232.8,3,1,698.4000000000001
2023-06-14,Magasin_12,Agadir,66,67.52,2,1,135.04
2023-06-15,Magasin_16,Tanger,55,9.76,5,0,48.8
2023-06-15,Magasin_06,Tétouan,78,132.32,3,0,396.96
2023-06-15,Magasin_04,Fès,27,210.4,3,0,631.2
2023-06-16,Magasin_19,Fès,64,239.13,6,0,1434.78
2023-06-16,Magasin_08,Agadir,95,205.3,2,0,410.6
2023-06-16,Magasin_01,Fès,53,22.44,6,0,134.64000000000001
2023-06-16,Magasin_20,Tanger,59,152.7,6,0,916.1999999999999
2023-06-17,Magasin_03,Tanger,82,229.8,2,0,459.6
2023-06-17,Magasin_13,Tanger,26,123.16,2,0,246.32
2023-06-17,Magasin_02,Agadir,40,74.04,2,0,148.08
2023-06-17,Magasin_12,Agadir,66,51.3,3,0,153.89999999999998
2023-06-17,Magasin_05,Casablanca,82,30.21,4,1,120.84
2023-06-18,Magasin_19,Rabat,39,147.56,2,0,295.12
2023-06-19,Magasin_16,Agadir,85,168.3,5,0,841.5
2023-06-19,Magasin_11,Tanger,80,123.43,2,0,246.86
2023-06-19,Magasin_09,Casablanca,9,74.04,6,0,444.24
2023-06-19,Magasin_11,Fès,90,17.09,2,1,34.18
2023-06-20,Magasin_15,Fès,40,249.56,5,0,1247.8
2023-06-21,Magasin_09,Marrakech,54,185.66,4,0,742.64
2023-06-21,Magasin_19,Meknès,70,58.34,2,0,116.68
2023-06-21,Magasin_17,Fès,95,87.4,4,0,349.6
2023-06-21,Magasin_20,Fès,84,143.15,3,1,429.45000000000005
2023-06-21,Magasin_15,Agadir,10,10.93,3,0,32.79
2023-06-21,Magasin_19,Agadir,31,141.57,4,0,566.28
2023-06-22,Magasin_07,Meknès,18,169.8,0,0,0.0
2023-06-22,Magasin_03,Meknès,35,146.34,5,0,731.7
2023-06-22,Magasin_16,Marrakech,97,159.56,8,0,1276.48
2023-06-22,Magasin_16,Agadir,26,12.7,3,0,38.099999999999994
2023-06-22,Magasin_15,Agadir,60,220.64,100,0,22064.0
2023-06-22,Magasin_01,Agadir,75,240.25,4,0,961.0
2023-06-23,Magasin_12,Tanger,57,110.08,1,0,110.08
2023-06-24,Magasin_05,Agadir,38,12.14,3,0,36.42
2023-06-24,Magasin_09,Tanger,24,,4,0,
2023-06-25,Magasin_16,Meknès,51,6.19,5,0,30.950000000000003
2023-06-25,Magasin_16,Marrakech,46,72.15,5,1,360.75
2023-06-26,Magasin_01,Tanger,91,182.89,5,0,914.4499999999999
2023-06-26,Magasin_08,Rabat,42,232.03,5,0,1160.15
2023-06-26,Magasin_14,Meknès,48,205.59,4,0,822.36
2023-06-27,Magasin_04,Tanger,66,197.49,6,0,1184.94
2023-06-27,Magasin_20,Marrakech,88,127.28,5,0,636.4
2023-06-27,Magasin_03,Meknès,98,26.25,3,1,78.75
2023-06-28,Magasin_03,Tétouan,1,164.24,3,0,492.72
2023-06-28,Magasin_19,Tanger,48,220.95,2,0,441.9
2023-06-29,Magasin_14,Agadir,99,191.82,6,0,1150.92
2023-06-29,Magasin_05,Tétouan,84,103.82,2,0,207.64
2023-06-29,Magasin_07,Tétouan,47,142.56,3,0,427.68
2023-06-30,Magasin_06,Rabat,83,79.09,3,1,237.27
2023-07-01,Magasin_06,Meknès,19,150.44,2,0,300.88
2023-07-01,Magasin_07,Tétouan,53,237.23,6,0,1423.3799999999999
2023-07-01,Magasin_17,Rabat,12,180.07,2,0,360.14
2023-07-01,Magasin_01,Tanger,43,217.0,4,1,868.0
2023-07-02,Magasin_17,Agadir,28,,7,0,
2023-07-02,Magasin_10,Meknès,1,14.57,4,0,58.28
2023-07-02,Magasin_06,Rabat,59,,3,0,
2023-07-02,Magasin_11,Meknès,99,240.1,4,0,960.4
2023-07-02,Magasin_06,Agadir,6,20.3,0,0,0.0
2023-07-03,Magasin_01,Rabat,81,169.36,1,1,169.36
2023-07-03,Magasin_20,Marrakech,19,,3,0,
2023-07-03,Magasin_09,Rabat,17,245.62,3,0,736.86
2023-07-04,Magasin_01,Fès,76,158.96,2,0,317.92
2023-07-05,Magasin_20,Casablanca,94,23.77,4,0,95.08
2023-07-05,Magasin_16,Casablanca,49,89.84,100,0,8984.0
2023-07-06,Magasin_11,Meknès,33,112.47,4,0,449.88
2023-07-06,Magasin_16,Tétouan,21,40.19,6,0,241.14
2023-07-06,Magasin_12,Rabat,42,210.18,5,0,1050.9
2023-07-07,Magasin_01,Casablanca,50,173.65,2,1,347.3
2023-07-08,Magasin_14,Agadir,1,102.92,2,0,205.84
2023-07-09,Magasin_12,Rabat,78,93.56,5,1,467.8
2023-07-09,Magasin_01,Tanger,85,39.82,1,0,39.82
2023-07-09,Magasin_15,Casablanca,56,120.47,2,0,240.94
2023-07-09,Magasin_15,Agadir,24,78.37,4,0,313.48
2023-07-09,Magasin_13,Tétouan,1,154.05,1,0,154.05
2023-07-10,Magasin_07,Rabat,88,214.02,1,0,214.02
2023-07-10,Magasin_15,Fès,54,186.39,5,1,931.9499999999999
2023-07-10,Magasin_17,Tétouan,57,98.77,7,0,691.39
2023-07-11,Magasin_18,Agadir,52,91.41,1,0,91.41
2023-07-11,Magasin_18,Fès,90,,1,0,
2023-07-11,Magasin_18,,1,147.42,5,0,737.0999999999999
2023-07-11,Magasin_16,Meknès,69,172.93,2,0,345.86
2023-07-11,Magasin_13,Fès,2,150.56,0,0,0.0
2023-07-12,Magasin_04,Meknès,4,110.74,3,0,332.21999999999997
2023-07-13,Magasin_08,Agadir,50,112.89,4,0,451.56
2023-07-13,Magasin_19,Tétouan,17,83.43,2,0,166.86
2023-07-13,Magasin_09,Casablanca,34,193.43,1,1,193.43
2023-07-13,Magasin_03,Tétouan,86,132.21,5,1,661.0500000000001
2023-07-14,Magasin_20,Marrakech,77,25.86,1,0,25.86
2023-07-14,Magasin_01,Meknès,7,79.22,2,0,158.44
2023-07-14,Magasin_06,Marrakech,71,48.58,0,1,0.0
2023-07-14,Magasin_12,Fès,28,209.55,4,0,838.2
2023-07-15,Magasin_05,Tétouan,3,33.36,2,1,66.72
2023-07-15,Magasin_15,Rabat,43,21.12,3,0,63.36
2023-07-15,Magasin_19,Meknès,13,59.97,5,0,299.85
2023-07-15,Magasin_20,Tétouan,62,37.45,75,1,2808.75
2023-07-15,Magasin_09,Rabat,62,191.97,4,0,767.88
2023-07-17,Magasin_14,Tanger,18,178.7,2,0,357.4
2023-07-17,Magasin_02,Fès,61,115.03,2,0,230.06
2023-07-17,Magasin_09,Tétouan,34,242.19,3,0,726.5699999999999
2023-07-18,Magasin_09,Marrakech,21,173.61,5,0,868.0500000000001
2023-07-19,Magasin_11,Tétouan,20,246.65,1,0,246.65
2023-07-19,Magasin_08,Tanger,58,243.27,1,0,243.27
2023-07-19,Magasin_19,Marrakech,7,82.57,4,1,330.28
2023-07-20,Magasin_15,Rabat,10,218.96,7,1,1532.72
2023-07-20,Magasin_15,Tétouan,58,215.15,2,0,430.3
2023-07-20,Magasin_19,Rabat,54,93.22,3,0,279.65999999999997
2023-07-20,Magasin_20,Tétouan,45,18.32,2,0,36.64
2023-07-21,Magasin_04,Rabat,34,175.61,2,0,351.22
2023-07-21,Magasin_17,Meknès,45,26.93,5,0,134.65
2023-07-22,Magasin_09,Tétouan,42,54.92,4,0,219.68
2023-07-22,Magasin_08,Tanger,43,222.88,2,1,445.76
2023-07-22,Magasin_15,Marrakech,98,171.59,6,1,1029.54
2023-07-23,Magasin_07,Agadir,44,168.5,3,1,505.5
2023-07-23,Magasin_17,Tanger,18,242.15,3,0,726.45
2023-07-24,Magasin_13,Agadir,58,213.12,2,0,426.24
2023-07-25,Magasin_20,Tétouan,28,71.83,4,0,287.32
2023-07-25,Magasin_20,Rabat,70,175.38,2,0,350.76
2023-07-25,Magasin_03,Marrakech,15,194.09,3,1,582.27
2023-07-26,Magasin_20,Casablanca,74,7.59,4,1,30.36
2023-07-26,Magasin_06,Agadir,27,165.63,3,0,496.89
2023-07-27,Magasin_15,Tétouan,73,125.51,4,0,502.04
2023-07-27,Magasin_04,Tanger,49,229.66,3,0,688.98
2023-07-27,Magasin_04,Agadir,79,162.71,3,0,488.13
2023-07-27,Magasin_16,Tanger,69,138.32,1,0,138.32
2023-07-28,Magasin_02,Tétouan,62,79.91,6,0,479.46
2023-07-28,Magasin_03,Meknès,28,217.78,5,0,1088.9
2023-07-29,Magasin_09,Rabat,66,214.38,2,0,428.76
2023-07-29,Magasin_17,Rabat,52,11.34,4,0,45.36
2023-07-29,Magasin_06,Meknès,100,120.57,2,0,241.14
2023-07-30,Magasin_11,Tétouan,83,144.53,2,0,289.06
2023-07-31,Magasin_07,Meknès,64,7.48,5,1,37.400000000000006
2023-08-01,Magasin_13,Meknès,30,128.81,3,0,386.43
2023-08-01,Magasin_01,Meknès,26,171.86,6,1,1031.16
2023-08-01,Magasin_05,Meknès,24,104.5,2,0,209.0
2023-08-01,Magasin_07,Casablanca,100,24.83,3,0,74.49
2023-08-02,Magasin_13,Fès,80,212.91,0,0,0.0
2023-08-02,Magasin_16,Agadir,55,144.92,2,0,289.84
2023-08-03,Magasin_20,Fès,69,182.08,4,1,728.32
2023-08-03,Magasin_08,Fès,70,228.59,3,0,685.77
2023-08-04,Magasin_05,Meknès,43,23.41,2,1,46.82
2023-08-04,Magasin_04,Tanger,21,71.7,2,1,143.4
2023-08-04,Magasin_11,Rabat,88,139.61,7,0,977.2700000000001
2023-08-04,Magasin_03,,86,46.44,2,1,92.88
2023-08-04,Magasin_18,Tétouan,13,118.98,2,0,237.96
2023-08-04,Magasin_14,Rabat,31,172.24,5,0,861.2
2023-08-04,Magasin_18,Agadir,45,40.58,2,0,81.16
2023-08-05,Magasin_16,Meknès,97,14.32,2,0,28.64
2023-08-05,Magasin_13,Tanger,93,88.54,2,0,177.08
2023-08-05,Magasin_14,,31,198.29,2,0,396.58
2023-08-05,Magasin_01,Meknès,29,18.56,3,0,55.67999999999999
2023-08-05,Magasin_10,Rabat,51,209.14,3,0,627.42
2023-08-05,Magasin_07,Tanger,89,178.66,1,0,178.66
2023-08-06,Magasin_18,Meknès,95,80.07,0,0,0.0
2023-08-06,Magasin_14,Meknès,28,185.62,3,0,556.86
2023-08-06,Magasin_12,Marrakech,87,35.77,2,1,71.54
2023-08-06,Magasin_01,Meknès,51,228.4,2,0,456.8
2023-08-06,Magasin_10,Casablanca,99,166.46,2,0,332.92
2023-08-08,Magasin_11,Tétouan,80,199.97,4,1,799.88
2023-08-08,Magasin_10,Fès,27,88.71,3,0,266.13
2023-08-08,Magasin_19,Rabat,67,66.33,1,1,66.33
2023-08-08,Magasin_15,Meknès,27,224.47,2,0,448.94
2023-08-08,Magasin_07,Rabat,70,52.77,4,0,211.08
2023-08-08,Magasin_04,Tanger,97,186.04,1,0,186.04
2023-08-08,Magasin_10,Meknès,98,25.57,4,0,102.28
2023-08-09,Magasin_14,Tétouan,3,24.77,6,1,148.62
2023-08-09,Magasin_18,Fès,70,185.04,2,1,370.08
2023-08-10,Magasin_18,Marrakech,45,46.03,3,0,138.09
2023-08-10,Magasin_02,Meknès,17,236.39,2,0,472.78
2023-08-10,Magasin_05,Casablanca,4,37.7,5,0,188.5
2023-08-11,Magasin_18,Fès,18,6.6,4,0,26.4
2023-08-11,Magasin_05,Meknès,81,63.2,2,0,126.4
2023-08-11,Magasin_06,Casablanca,48,67.24,3,0,201.71999999999997
2023-08-11,Magasin_03,Agadir,15,103.01,4,0,412.04
2023-08-11,Magasin_19,Tétouan,84,233.6,5,0,1168.0
2023-08-11,Magasin_13,Rabat,88,109.56,6,0,657.36
2023-08-11,Magasin_20,Marrakech,48,148.31,0,0,0.0
2023-08-11,Magasin_17,Marrakech,71,134.37,2,0,268.74
2023-08-12,Magasin_04,Tétouan,29,69.35,1,1,69.35
2023-08-12,Magasin_19,Tanger,22,98.0,1,0,98.0
2023-08-12,Magasin_12,Meknès,68,162.11,5,0,810.5500000000001
2023-08-12,Magasin_17,Meknès,37,146.38,4,0,585.52
2023-08-13,Magasin_05,Casablanca,42,190.22,2,0,380.44
2023-08-13,Magasin_07,Marrakech,99,117.15,5,0,585.75
2023-08-13,Magasin_04,Casablanca,29,78.32,3,0,234.95999999999998
2023-08-13,Magasin_05,Fès,46,69.04,2,0,138.08
2023-08-13,Magasin_11,Rabat,19,159.39,3,0,478.16999999999996
2023-08-14,Magasin_20,Rabat,95,129.31,4,0,517.24
2023-08-14,Magasin_08,Agadir,74,31.28,1,0,31.28
2023-08-14,Magasin_14,Rabat,4,82.16,4,1,328.64
2023-08-14,Magasin_05,Fès,26,52.28,6,1,313.68
2023-08-14,Magasin_18,Agadir,90,215.42,3,0,646.26
2023-08-14,Magasin_14,Rabat,7,110.09,6,0,660.54
2023-08-14,Magasin_18,Fès,2,108.28,0,1,0.0
2023-08-15,Magasin_17,Tétouan,98,58.48,3,0,175.44
2023-08-15,Magasin_13,Marrakech,15,243.72,4,0,974.88
2023-08-15,Magasin_04,Marrakech,67,89.13,6,0,534.78
2023-08-15,Magasin_17,Agadir,96,44.11,2,1,88.22
2023-08-15,Magasin_19,Casablanca,68,187.68,4,0,750.72
2023-08-16,Magasin_20,Marrakech,89,46.5,2,1,93.0
2023-08-16,Magasin_14,Agadir,28,212.88,2,0,425.76
2023-08-16,Magasin_03,Meknès,26,105.78,4,1,423.12
2023-08-17,Magasin_06,Rabat,81,79.9,2,0,159.8
2023-08-17,Magasin_02,Tanger,58,,1,0,
2023-08-17,Magasin_19,Tanger,64,27.4,3,0,82.19999999999999
2023-08-17,Magasin_13,Fès,66,219.37,5,0,1096.85
2023-08-17,Magasin_06,Tétouan,3,157.48,1,0,157.48
2023-08-17,Magasin_04,Rabat,97,70.2,2,0,140.4
2023-08-17,Magasin_18,Fès,58,54.7,4,1,218.8
2023-08-18,Magasin_02,Marrakech,69,49.97,9,1,449.73
2023-08-18,Magasin_19,Casablanca,91,246.01,1,0,246.01
2023-08-18,Magasin_14,Rabat,23,137.6,0,0,0.0
2023-08-19,Magasin_17,Tétouan,82,81.57,2,0,163.14
2023-08-19,Magasin_19,Agadir,4,222.22,2,0,444.44
2023-08-19,Magasin_12,Meknès,72,93.15,3,0,279.45000000000005
2023-08-19,Magasin_20,Marrakech,60,,6,0,
2023-08-20,Magasin_20,Marrakech,3,211.25,3,0,633.75
2023-08-20,Magasin_10,Tétouan,36,127.31,3,0,381.93
2023-08-21,Magasin_06,Marrakech,40,8.88,3,0,26.64
2023-08-21,Magasin_03,Tanger,17,23.53,3,0,70.59
2023-08-21,Magasin_16,Rabat,5,158.56,3,0,475.68
2023-08-21,Magasin_04,Fès,58,129.69,2,0,259.38
2023-08-21,Magasin_15,,18,245.05,3,0,735.1500000000001
2023-08-21,Magasin_02,Rabat,7,97.46,2,1,194.92
2023-08-21,Magasin_19,Meknès,32,238.98,6,0,1433.8799999999999
2023-08-21,Magasin_17,Fès,91,9.34,2,0,18.68
2023-08-21,Magasin_16,Agadir,81,153.12,2,0,306.24
2023-08-22,Magasin_12,Marrakech,97,28.41,3,1,85.23
2023-08-23,Magasin_18,Fès,21,208.51,4,0,834.04
2023-08-23,Magasin_20,,45,169.07,5,0,845.3499999999999
2023-08-23,Magasin_06,Fès,20,236.6,5,0,1183.0
2023-08-24,Magasin_20,Marrakech,74,204.76,3,0,614.28
2023-08-24,Magasin_20,Casablanca,80,127.57,6,0,765.42
2023-08-24,Magasin_15,Meknès,18,116.51,4,0,466.04
2023-08-24,Magasin_13,Casablanca,90,156.38,2,0,312.76
2023-08-25,Magasin_07,Rabat,10,66.16,3,1,198.48
2023-08-25,Magasin_02,Casablanca,71,241.41,1,0,241.41
2023-08-25,Magasin_09,Marrakech,38,199.21,4,0,796.84
2023-08-25,Magasin_18,Fès,44,29.73,5,0,148.65
2023-08-26,Magasin_11,Meknès,32,114.22,2,1,228.44
2023-08-26,Magasin_11,Casablanca,86,145.31,3,0,435.93
2023-08-27,Magasin_04,Tétouan,41,192.98,2,1,385.96
2023-08-27,Magasin_02,Fès,11,233.12,5,0,1165.6
2023-08-27,Magasin_19,Meknès,12,54.21,1,0,54.21
2023-08-27,Magasin_14,Agadir,78,222.72,2,0,445.44
2023-08-27,Magasin_04,Meknès,12,131.81,4,0,527.24
